Altium Designer Pick and Place Locations
D:\Altium_WorkSpace\NANORACK_EXP_HW\Project Outputs for EXP_V100\Pick Place for EXP_V100.csv

========================================================================================================================
File Design Information:

Date:       28/10/24
Time:       18:59
Revision:   3b57a2da946751674008d6ea5871703e64b57a53
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"C20","100uF 10V","TopLayer","TANTALUM_SMD_1206","3156.466","2833.451","180","SMD"
"C19","100uF 10V","TopLayer","TANTALUM_SMD_1206","212.030","2783.740","0","SMD"
"C18","100uF 10V","TopLayer","TANTALUM_SMD_1206","2565.709","1190.397","0","SMD"
"C17","0.22uF 25V","TopLayer","CN-SMD-0402","2533.940","1257.255","0",""
"C12","0.22uF 25V","TopLayer","CN-SMD-0402","2533.940","849.255","0",""
"C10","2.2nF 25V","TopLayer","CN-SMD-0402","1931.001","1340.195","90",""
"C8","2.2nF 25V","TopLayer","CN-SMD-0402","3214.090","2533.452","180",""
"C7","2.2nF 25V","TopLayer","CN-SMD-0402","149.999","2585.005","0",""
"C6","2.2nF 25V","TopLayer","CN-SMD-0402","2031.001","1340.195","90",""
"C5","2.2nF 25V","TopLayer","CN-SMD-0402","3212.090","2633.452","180",""
"C4","2.2nF 25V","TopLayer","CN-SMD-0402","151.999","2485.005","0",""
"C9","100uF 10V","TopLayer","TANTALUM_SMD_1206","2565.709","783.329","0","SMD"
"C3","100uF 10V","TopLayer","TANTALUM_SMD_1206","1865.489","1398.445","90","SMD"
"C2","100uF 10V","TopLayer","TANTALUM_SMD_1206","3156.466","2468.464","180","SMD"
"C1","100uF 10V","TopLayer","TANTALUM_SMD_1206","207.030","2430.006","0","SMD"
"Hole4","hole_space","TopLayer","HOLE_SPACE","3149.606","196.850","0",""
"Hole3","hole_space","TopLayer","HOLE_SPACE","196.850","196.850","0",""
"Hole2","hole_space","TopLayer","HOLE_SPACE","3149.606","3149.606","0",""
"U18","STM32F407VGT7","TopLayer","LQFP-100","1183.003","1604.997","0","ARM® Cortex®-M4 STM32F4 Microcontroller IC 32-Bit Single-Core 168MHz 1MB (1M x 8) FLASH 100-LQFP (14x14)"
"H4","M80-8283442","BottomLayer","M80-8283442","1417.323","236.220","0","CONN HEADER SMD 34POS 2MM"
